phrase,count
musical_styles,16
usb_connection,16
right_angle,16
tour_de_force,16
four_seasons,16
six_sigma,16
roman_catholic,16
completely_unbelievable,16
african_americans,16
brad_pitt,16
problem_solved,16
hot_chocolate,16
dinner_party,16
who_believes,16
cooling_pad,16
hats_off,16
metal_gear,16
south_african,16
getting_married,16
moby_dick,16
wrapped_around,16
cat_hair,15
upon_further,15
totally_unbelievable,15
arch_support,15
lets_face,15
quickly_becomes,15
pure_junk,15
index_finger,15
mel_brooks,15
bright_spot,15
basic_concepts,15
signal_strength,15
quite_awhile,15
widescreen_format,15
jane_eyre,15
spiritual_journey,15
ad_nauseum,15
shopped_around,15
highly_rated,15
potential_buyers,15
battery_lasts,15
surround_sound_system,15
study_bible,15
internet_access,15
kit_lens,15
judas_priest,15
lose_interest,15
mesmerized_by,15
guessing_until,15
rings_true,15
billy_blanks,15
title_suggests,15
our_grandson,15
piano_playing,15
christmas_carol,15
wonder_whether,15
metallica_fan,15
mildly_interesting,15
talented_group,15
razor_sharp,15
detracted_from,15
historically_accurate,15
well_executed,15
circuit_board,15
mildly_entertaining,15
south_beach,15
xmas_gift,15
sewing_machine,15
yrs_ago,15
print_server,15
and_vice_versa,15
installation_instructions,15
intimidated_by,15
fm_radio,15
air_purifier,15
worked_as_advertised,15
mini_games,15
production_value,15
topics_covered,15
bring_tears,15
well_versed,15
fairly_quickly,15
blood_sugar,15
digital_photography,15
hd_tv,15
bass_response,15
warmed_up,15
shutting_off,15
worth_picking,15
nine_months,15
problem_solving,15
tap_water,15
differs_from,15
third_edition,15
favorable_reviews,15
every_corner,15
low_profile,15
few_exceptions,15
extensive_research,15
tremendous_amount,15
system_requirements,15
long_overdue,15
third_grade,15
low_expectations,15
prompted_me,15
worst_enemy,15
funnier_than,15
magnifying_glass,15
cigarette_lighter,15
justin_timberlake,15
king_arthur,15
jimmy_page,15
extremely_uncomfortable,15
local_grocery,15
received_an_email,15
anthony_hopkins,15
foreign_policy,15
wireless_mouse,15
sound_alike,15
power_rangers,15
who_owns,15
straight_line,15
highest_level,15
booster_seat,15
false_advertisement,15
kept_asking,15
worked_wonderfully,15
ended_up_purchasing,15
welcome_addition,15
jeff_beck,15
particular_model,15
internet_search,15
def_leppard,15
total_lack,15
ipod_shuffle,15
saturday_night_live,15
compact_flash,15
viet_nam,15
acting_skills,15
per_page,15
function_properly,15
annoy_me,15
bye_bye,15
cant_tell,15
lead_guitar,15
short_lived,15
full_frame,15
floating_around,15
tied_together,15
bargain_bin,15
van_morrison,15
f_k,15
our_minds,15
access_point,15
cookie_cutter,15
has_matured,15
wondered_why,15
protein_powder,15
plastic_container,15
fat_joe,15
due_respect,15
bass_guitar,15
road_bike,15
deja_vu,15
slapped_together,15
well_paced,15
dell_inspiron,15
jack_johnson,15
diaper_pail,15
deep_fryer,15
felt_cheated,15
delivered_quickly,15
met_my_expectations,15
lyrical_content,15
lost_lbs,15
graduate_level,15
fit_snugly,15
nimh_batteries,15
latest_edition,15
component_video,15
battery_died,15
roman_empire,15
japanese_culture,15
light_hearted,15
american_literature,15
guitar_players,15
center_channel,15
external_hard_drive,15
turbo_tax,15
grew_up_listening,15
martial_art,15
bubble_wrap,15
tall_enough,15
reasoning_behind,15
sharp_edges,15
artificial_intelligence,14
been_warned,14
ben_stiller,14
brown_rice,14
leap_frog,14
loosely_based,14
deluxe_edition,14
love_triangle,14
peter_jackson,14
high_standards,14
times_per,14
female_lead,14
motor_burned,14
main_focus,14
avril_lavigne,14
cassette_tape,14
any_indication,14
health_problems,14
timeless_classic,14
man_whose,14
terry_pratchett,14
mark_twain,14
what_happend,14
filter_basket,14
south_carolina,14
machine_gun,14
forcing_myself,14
ever_tasted,14
after_completing,14
fast_pace,14
spelling_errors,14
no_brainer,14
tea_bags,14
bounty_hunter,14
winds_up,14
visually_stunning,14
crapped_out,14
martha_stewart,14
countless_hours,14
down_memory_lane,14
marred_by,14
two_dimensional,14
but_more_importantly,14
car_seats,14
various_aspects,14
bruce_springsteen,14
dynamic_range,14
parking_lot,14
workout_videos,14
somebody_please,14
hand_wash,14
coffee_grounds,14
diana_krall,14
total_joke,14
fight_against,14
steven_king,14
fight_scene,14
lasting_impression,14
of_green_gables,14
studio_versions,14
henry_viii,14
distinguish_between,14
kindle_fire,14
wider_than,14
crying_out_loud,14
usb_drive,14
or_lack_thereof,14
original_theatrical,14
matt_damon,14
solid_construction,14
bird_feeder,14
tom_hanks,14
gon_na_get,14
mortal_kombat,14
disney_channel,14
shuts_down,14
sweet_dreams,14
lead_role,14
marvin_gaye,14
foray_into,14
speaks_volumes,14
copy_protection,14
graduate_students,14
half_dozen,14
garlic_press,14
contacted_customer,14
major_flaw,14
look_closely,14
heart_disease,14
fight_club,14
younger_brother,14
sad_sad,14
lying_around,14
an_understatement,14
robin_hood,14
expecting_something,14
warm_air,14
wide_angle,14
feng_shui,14
almost_identical,14
page_numbers,14
eagerly_await,14
pissed_off,14
lined_up,14
ingrown_hairs,14
dell_laptop,14
retail_stores,14
goes_downhill,14
during_wwii,14
in_new_orleans,14
sorely_lacking,14
phone_numbers,14
gold_standard,14
historical_figures,14
technical_aspects,14
previous_releases,14
younger_readers,14
return_postage,14
european_history,14
anyone_seeking,14
knocked_off,14
complete_failure,14
pulitzer_prize,14
john_carpenter,14
secret_service,14
hard_hitting,14
optical_zoom,14
lion_king,14
religious_beliefs,14
their_respective,14
kids_ages,14
lo_mejor,14
foreign_language,14
terry_goodkind,14
paris_hilton,14
million_dollar,14
j_r,14
dark_chocolate,14
al_gore,14
hdmi_cables,14
popular_culture,14
suction_power,14
overshadowed_by,14
fooled_by,14
golden_age,14
expedited_shipping,14
went_downhill,14
kicks_off,14
todos_los,14
questions_asked,14
color_photographs,14
ideas_presented,14
an_abomination,14
gag_gift,14
bottle_opener,14
year_old_niece,14
several_occasions,14
bit_dated,14
red_october,14
teddy_bear,14
christian_faith,14
george_harrison,14
snap_together,14
considering_purchasing,14
high_praise,14
highly_unlikely,14
refreshing_change,14
belt_loop,14
ultimate_edition,14
followed_directions,14
double_check,14
anyone_who_appreciates,14
james_cameron,14
mac_mini,14
gifted_writer,14
history_buff,14
mandy_moore,14
mixed_feelings,14
vocal_talents,14
anne_mccaffrey,14
snow_white,14
nuff_said,14
worth_mentioning,14
super_bowl,14
anything_remotely,14
kelly_clarkson,14
wondered_how,14
step_by_step_instructions,14
film_festival,14
guest_appearances,14
last_decade,14
darth_vader,14
paper_filter,14
coen_brothers,14
douglas_adams,14
public_speaking,14
kurt_cobain,14
refurbished_unit,14
hugh_grant,14
altec_lansing,14
handle_bar,14
million_years,14
coffee_shop,14
apple_tv,14
serial_number,14
happily_ever,14
cd_changer,14
counter_top,14
boils_down,14
sylvia_browne,14
kate_bush,14
eagerly_awaited,14
looking_foward,14
worth_every_cent,14
police_academy,14
davinci_code,14
sandra_bullock,14
within_an_hour,14
maybe_someday,14
adept_at,13
win_xp,13
indie_rock,13
often_overlooked,13
gas_station,13
strongly_urge,13
hit_wonder,13
old_fashion,13
normal_sized,13
michael_caine,13
stand_mixer,13
speaker_system,13
excellent_job,13
austin_powers,13
stuffed_animals,13
paper_jams,13
janet_jackson,13
highlights_include,13
lends_itself,13
straight_ahead,13
practice_test,13
denise_austin,13
five_bucks,13
english_translation,13
garage_door_opener,13
blank_pages,13
battery_operated,13
christmas_presents,13
con_el,13
nobody_knows,13
paper_jam,13
nba_live,13
measuring_cup,13
dance_moves,13
cast_members,13
spare_yourself,13
barely_fits,13
brown_sugar,13
their_mouths,13
snug_fit,13
sun_ra,13
fitted_sheet,13
local_bookstore,13
frying_pan,13
absolutely_hilarious,13
brought_tears,13
el_mejor,13
southern_rock,13
mass_market,13
relatively_short,13
george_washington,13
plasma_tv,13
total_loss,13
memory_sticks,13
our_beloved,13
bossa_nova,13
kurt_angle,13
silicon_valley,13
ear_canal,13
highly_doubt,13
unexpected_twists,13
brought_back_memories,13
form_factor,13
bob_marley,13
be_avoided,13
reputable_company,13
shelling_out,13
potty_training,13
paperback_edition,13
smarter_than,13
common_knowledge,13
remind_us,13
ender_game,13
jamie_lee_curtis,13
please_be_aware,13
seventh_generation,13
fair_share,13
useful_info,13
fast_forwarded,13
tommy_lee_jones,13
slim_volume,13
stocking_stuffer,13
slogging_through,13
charlie_brown,13
total_crap,13
hundred_dollars,13
hauntingly_beautiful,13
da_bomb,13
glosses_over,13
hot_spots,13
drip_coffee,13
southern_california,13
media_center,13
will_ferrell,13
trouble_shooting,13
old_adage,13
lawn_mower,13
limited_amount,13
halloween_costume,13
hello_kitty,13
rainy_days,13
significant_amount,13
robert_plant,13
same_vein,13
doris_day,13
almost_exclusively,13
punk_bands,13
younger_sister,13
haunted_house,13
hotel_room,13
white_stripes,13
cassette_adapter,13
upper_body,13
saturday_night,13
answer_key,13
curious_george,13
hillary_clinton,13
practice_questions,13
ace_hardware,13
nursing_home,13
dust_jacket,13
rosetta_stone,13
live_happily,13
kick_ass,13
water_heater,13
rage_against,13
green_lantern,13
uno_de,13
miter_saw,13
take_responsibility,13
school_teacher,13
que_el,13
henry_fonda,13
earlier_reviewer,13
tony_hawk,13
human_behavior,13
initial_release,13
mute_button,13
slow_pace,13
driving_force,13
non_existent,13
high_def,13
many_typos,13
dire_straits,13
weaker_than,13
thier_own,13
whatever_else,13
almost_fell_asleep,13
raw_power,13
rush_limbaugh,13
shopping_cart,13
happened_upon,13
friday_night,13
upright_position,13
ghost_stories,13
somehow_managed,13
visual_basic,13
upon_receiving,13
changing_pad,13
above_mentioned,13
nitty_gritty,13
willie_nelson,13
extra_dollars,13
interplay_between,13
noise_cancellation,13
without_reservation,13
mint_condition,13
jethro_tull,13
les_paul,13
este_disco,13
sleeping_beauty,13
latest_firmware,13
sunday_morning,13
firmware_update,13
spelling_mistakes,13
linda_ronstadt,13
strung_together,13
medical_students,13
childhood_memories,13
plastic_housing,13
dragon_ball,13
please_email,13
solid_foundation,13
latin_america,13
field_guides,13
installation_process,13
blow_dryer,13
an_apology,13
american_culture,13
if_you_gon_na,13
gulf_war,13
seat_belt,13
chili_peppers,13
bar_none,13
gay_men,13
colin_firth,13
detailed_description,13
super_hero,13
looney_tunes,13
doctor_office,13
scientific_evidence,13
standout_tracks,13
medical_school,13
murder_mysteries,13
limited_number,13
your_gon_na,13
stay_alive,13
tea_kettle,13
waffle_maker,13
garth_brooks,13
region_code,13
older_sister,13
guns_n_roses,13
biggest_issue,13
chris_rock,13
can_attest,13
abridged_version,13
horror_flick,13
oxo_products,13
pure_crap,13
six_months_ago,13
brewed_coffee,13
me_wan_na,13
luke_warm,13
dumbed_down,13
billie_holiday,13
lay_flat,13
talented_musicians,12
car_chases,12
family_values,12
left_wing,12
brittle_plastic,12
helpful_tips,12
avid_reader,12
jessica_simpson,12
ray_charles,12
lead_vocals,12
halfway_decent,12
casual_fans,12
reasonable_amount,12
mildly_amusing,12
thirty_minutes,12
christian_bale,12
only_gripe,12
toby_keith,12
stevie_wonder,12
supply_store,12
elm_street,12
life_saver,12
arrived_damaged,12
returning_mine,12
thoroughly_entertaining,12
mona_lisa,12
ms_office,12
avant_garde,12
philip_dick,12
motley_crue,12
detailed_account,12
near_impossible,12
usb_device,12
sexual_tension,12
special_forces,12
christmas_eve,12
conspiracy_theories,12
state_university,12
drum_machine,12
mars_volta,12
seriously_doubt,12
deeply_moving,12
drill_press,12
shutting_down,12
ground_breaking,12
personal_trainer,12
bonus_feature,12
ive_heard,12
lay_person,12
easily_accessible,12
disney_world,12
dial_tone,12
sold_separately,12
college_professor,12
ice_cubes,12
christina_aguilera,12
beverly_hills,12
tear_jerker,12
robert_downey,12
lots_of_different,12
previously_owned,12
stopped_heating,12
ticked_off,12
led_lights,12
per_serving,12
fifty_pages,12
destiny_child,12
deal_breaker,12
quickly_realized,12
description_states,12
children_ages,12
reflect_upon,12
red_dragon,12
spoiler_alert,12
component_cables,12
stepping_stone,12
three_dimensional,12
serial_killers,12
concert_footage,12
thread_count,12
fade_away,12
coffee_tastes,12
from_home_depot,12
modest_mouse,12
detract_from,12
suspend_disbelief,12
our_bodies,12
hooking_up,12
ended_up_giving,12
bonus_disc,12
sweet_potato,12
repeated_listenings,12
sexual_abuse,12
coffee_drinker,12
sign_language,12
hundred_times,12
hidden_gem,12
anybody_else,12
cross_country,12
southern_gospel,12
upper_class,12
quentin_tarantino,12
horror_flicks,12
am_very_dissatisfied,12
veggie_tales,12
paint_dry,12
travel_mug,12
jim_morrison,12
ghost_writer,12
pitch_black,12
online_shopping,12
kitchen_counter,12
ice_cream_maker,12
code_samples,12
prompt_delivery,12
political_science,12
settle_down,12
cartoon_network,12
belief_system,12
fourth_season,12
base_station,12
peter_pan,12
stay_closed,12
upper_lip,12
very_thought_provoking,12
partial_refund,12
es_la,12
sd_cards,12
ipod_mini,12
british_comedy,12
george_clooney,12
instructional_video,12
british_humor,12
fresh_perspective,12
finds_herself,12
bias_against,12
political_agenda,12
la_crosse,12
should_be_recalled,12
bpa_free,12
customer_satisfaction,12
educational_value,12
corn_syrup,12
object_oriented,12
hp_laptop,12
publishing_company,12
ny_times,12
closed_captioning,12
pathetic_attempt,12
hidden_track,12
positive_comments,12
wee_bit,12
nutritional_information,12
step_further,12
sixth_sense,12
thomas_jefferson,12
may_vary,12
tried_contacting,12
redeeming_value,12
red_wine,12
pierce_brosnan,12
exact_opposite,12
thoroughly_researched,12
valentines_day,12
happy_endings,12
low_impact,12
nazi_germany,12
kitchen_table,12
buzzing_noise,12
utter_garbage,12
garmin_nuvi,12
western_civilization,12
older_model,12
donald_duck,12
lessons_learned,12
sarah_mclachlan,12
baby_bjorn,12
record_labels,12
clearly_marked,12
figuring_out_how,12
spring_loaded,12
romp_through,12
summer_camp,12
carpal_tunnel,12
van_helsing,12
poorly_researched,12
que_se,12
tina_turner,12
political_views,12
lasts_forever,12
car_chase,12
noise_reduction,12
stuffed_animal,12
intended_audience,12
third_installment,12
mad_mad,12
dark_tower,12
been_wanting,12
french_fries,12
terry_brooks,12
meg_ryan,12
hugh_jackman,12
pocket_pc,12
steven_spielberg,12
corporate_america,12
noah_ark,12
wal_mart,12
home_theatre,12
ottoman_empire,12
pun_intended,12
lots_of_pictures,12
john_williams,12
trash_bags,12
harvest_moon,12
wait_til,12
two_towers,12
swept_away,12
shelled_out,12
wireless_card,12
neck_pain,12
far_exceeds,12
dinner_table,12
polar_bear,11
beautifully_crafted,11
grilled_cheese,11
judith_mcnaught,11
common_denominator,11
packing_slip,11
kansas_city,11
software_engineering,11
mashed_potatoes,11
filtered_water,11
advise_anyone,11
founding_fathers,11
dining_room,11
sleeping_pill,11
being_chased,11
shy_away,11
strings_attached,11
everybody_knows,11
heart_wrenching,11
eats_batteries,11
nicer_than,11
person_shooter,11
originally_intended,11
talking_heads,11
baby_boomers,11
con_la,11
rough_edges,11
john_kerry,11
spray_paint,11
rick_warren,11
apartment_building,11
solo_career,11
sliced_bread,11
bill_gates,11
center_stage,11
quality_assurance,11
boy_advance,11
lethal_weapon,11
p_p,11
hillary_duff,11
general_overview,11
local_retailer,11
switches_between,11
dean_martin,11
direct_sunlight,11
mission_impossible,11
god_forbid,11
missed_opportunity,11
kid_friendly,11
taking_advantage,11
vitamin_c,11
julia_child,11
elizabeth_george,11
been_discontinued,11
three_stooges,11
mystery_science_theater,11
wireless_headphones,11
cleverly_written,11
instruction_booklet,11
main_compartment,11
rechargable_batteries,11
kevin_spacey,11
tom_selleck,11
incomplete_sentences,11
kevin_costner,11
billy_bob,11
beautifully_filmed,11
foreign_films,11
chemical_brothers,11
power_surge,11
peter_gabriel,11
flip_flops,11
wiper_blade,11
exclamation_points,11
fourth_grade,11
universal_remote,11
eating_disorder,11
painfully_obvious,11
ya_que,11
johanna_lindsey,11
trent_reznor,11
little_tikes,11
tennis_balls,11
repeats_itself,11
john_carter,11
liam_neeson,11
linksys_router,11
virtual_reality,11
bill_clinton,11
cordless_drill,11
puff_daddy,11
graphic_violence,11
radar_detector,11
billy_joel,11
ego_trip,11
self_centered,11
jim_henson,11
failure_rate,11
eddie_bauer,11
lens_cap,11
massive_attack,11
air_conditioner,11
called_customer,11
shaving_cream,11
garage_door,11
ended_up_paying,11
charlton_heston,11
intellectually_stimulating,11
personal_growth,11
abraham_lincoln,11
chicago_cutlery,11
balanced_view,11
battlefield_earth,11
paring_knife,11
air_bubbles,11
string_theory,11
quantum_physics,11
space_heater,11
thinner_than,11
ho_hum,11
upon_receipt,11
bill_bryson,11
bette_midler,11
turned_upside,11
bath_tub,11
boarding_school,11
south_pacific,11
hair_dryers,11
salad_dressing,11
mac_users,11
wraps_around,11
hearing_loss,11
elvis_presley,11
long_haired,11
pepper_mill,11
teeny_bopper,11
deeper_meaning,11
breast_pump,11
fogged_up,11
newer_models,11
denzel_washington,11
reviews_posted,11
collectors_edition,11
splinter_cell,11
wireless_access,11
high_fidelity,11
spray_bottle,11
burr_grinder,11
franz_ferdinand,11
non_fiction,11
electric_shaver,11
luther_vandross,11
buddy_holly,11
greek_mythology,11
natalie_portman,11
poorest_quality,11
michael_myers,11
crouching_tiger,11
alkaline_batteries,11
forgotten_realms,11
opening_sequence,11
discovery_channel,11
suddenly_stopped,11
tamora_pierce,11
piss_poor,11
reese_witherspoon,11
blade_runner,11
martial_artist,11
wee_hours,11
waffle_iron,11
retractable_cord,11
inner_city,11
domestic_violence,11
dark_knight_rises,11
visual_studio,11
citizen_kane,11
alec_baldwin,11
particle_board,11
led_zep,11
previous_efforts,11
wine_opener,11
mom_dad,11
san_antonio,11
twenty_dollars,11
academy_awards,11
criminal_justice,11
absolute_garbage,11
kept_repeating,11
gossip_girl,11
uncut_version,11
dennis_hopper,11
personal_opinions,11
jerry_lee,11
spiritual_growth,11
que_es,10
cup_holders,10
ten_year,10
mario_kart,10
useful_tool,10
health_food,10
important_aspects,10
tension_between,10
plain_boring,10
x_inches,10
hot_hot,10
wine_glasses,10
bother_buying,10
honest_opinion,10
yeah_yeah,10
sharp_edge,10
